Library,Free Seats,% Free,Date,Time
IOE Library,141,42.98780487804878,2024-10-20,16:13:27.003731
Main Library,243,38.879999999999995,2024-10-20,16:13:27.003760
Student Centre,201,31.066460587326123,2024-10-20,16:13:27.003821
UCL East Library,0,0.0,2024-10-20,16:13:27.003835
Institute of Archaeology Library,-1,-1.0,2024-10-20,16:13:27.003717
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-20,16:13:27.003709
Bartlett Library,-1,-1.0,2024-10-20,16:13:27.003661
The Joint Library of Ophthalmology,-1,-1.0,2024-10-20,16:13:27.003739
Language & Speech Science Library,-1,-1.0,2024-10-20,16:13:27.003746
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-20,16:13:27.003768
SSEES Library,-1,-1.0,2024-10-20,16:13:27.003790
Graduate Hub (Postgraduate use only),42,76.36363636363637,2024-10-20,17:11:06.621383
Science Library,606,66.01307189542483,2024-10-20,17:11:06.621485
Cruciform Hub,160,64.77732793522267,2024-10-20,17:11:06.621367
IOE Library,146,44.51219512195122,2024-10-20,17:11:06.621414
Main Library,268,42.88,2024-10-20,17:11:06.621442
Student Centre,191,29.520865533230296,2024-10-20,17:11:06.621499
UCL East Library,0,0.0,2024-10-20,17:11:06.621513
The Joint Library of Ophthalmology,-1,-1.0,2024-10-20,17:11:06.621421
Institute of Archaeology Library,-1,-1.0,2024-10-20,17:11:06.621399
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-20,17:11:06.621391
Bartlett Library,-1,-1.0,2024-10-20,17:11:06.621344
School of Pharmacy Library,-1,-1.0,2024-10-20,17:11:06.621458
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-20,17:11:06.621450
Language & Speech Science Library,-1,-1.0,2024-10-20,17:11:06.621429
SSEES Library,-1,-1.0,2024-10-20,17:11:06.621465
Science Library,637,69.38997821350763,2024-10-20,18:14:40.131591
Graduate Hub (Postgraduate use only),38,69.0909090909091,2024-10-20,18:14:40.131491
Cruciform Hub,163,65.9919028340081,2024-10-20,18:14:40.131474
Main Library,307,49.120000000000005,2024-10-20,18:14:40.131553
IOE Library,160,48.78048780487805,2024-10-20,18:14:40.131523
Student Centre,219,33.84853168469861,2024-10-20,18:14:40.131604
UCL East Library,0,0.0,2024-10-20,18:14:40.131618
The Joint Library of Ophthalmology,-1,-1.0,2024-10-20,18:14:40.131531
Institute of Archaeology Library,-1,-1.0,2024-10-20,18:14:40.131507
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-20,18:14:40.131500
Bartlett Library,-1,-1.0,2024-10-20,18:14:40.131452
School of Pharmacy Library,-1,-1.0,2024-10-20,18:14:40.131568
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-20,18:14:40.131561
Language & Speech Science Library,-1,-1.0,2024-10-20,18:14:40.131538
SSEES Library,-1,-1.0,2024-10-20,18:14:40.131576
Graduate Hub (Postgraduate use only),46,83.63636363636363,2024-10-20,19:08:57.630763
Science Library,677,73.74727668845316,2024-10-20,19:08:57.630862
Cruciform Hub,180,72.8744939271255,2024-10-20,19:08:57.630747
Main Library,385,61.6,2024-10-20,19:08:57.630824
IOE Library,175,53.35365853658537,2024-10-20,19:08:57.630793
Student Centre,269,41.57650695517774,2024-10-20,19:08:57.630875
UCL East Library,0,0.0,2024-10-20,19:08:57.630888
The Joint Library of Ophthalmology,-1,-1.0,2024-10-20,19:08:57.630801
Institute of Archaeology Library,-1,-1.0,2024-10-20,19:08:57.630779
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-20,19:08:57.630771
Bartlett Library,-1,-1.0,2024-10-20,19:08:57.630725
School of Pharmacy Library,-1,-1.0,2024-10-20,19:08:57.630840
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-20,19:08:57.630832
Language & Speech Science Library,-1,-1.0,2024-10-20,19:08:57.630808
SSEES Library,-1,-1.0,2024-10-20,19:08:57.630847
Graduate Hub (Postgraduate use only),53,96.36363636363636,2024-10-20,20:12:08.129245
Science Library,686,74.7276688453159,2024-10-20,20:12:08.129349
Cruciform Hub,183,74.08906882591093,2024-10-20,20:12:08.129228
Main Library,412,65.92,2024-10-20,20:12:08.129307
IOE Library,204,62.19512195121951,2024-10-20,20:12:08.129276
Student Centre,234,36.16692426584235,2024-10-20,20:12:08.129363
UCL East Library,0,0.0,2024-10-20,20:12:08.129376
The Joint Library of Ophthalmology,-1,-1.0,2024-10-20,20:12:08.129285
Institute of Archaeology Library,-1,-1.0,2024-10-20,20:12:08.129261
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-20,20:12:08.129253
Bartlett Library,-1,-1.0,2024-10-20,20:12:08.129205
School of Pharmacy Library,-1,-1.0,2024-10-20,20:12:08.129322
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-20,20:12:08.129315
Language & Speech Science Library,-1,-1.0,2024-10-20,20:12:08.129292
SSEES Library,-1,-1.0,2024-10-20,20:12:08.129330
Student Centre,281,43.431221020092735,2024-10-20,21:10:52.500046
UCL East Library,0,0.0,2024-10-20,21:10:52.500062
Bartlett Library,-1,-1.0,2024-10-20,21:10:52.499928
Great Ormond Street Institute of Child Health Library,-1,-1.0,2024-10-20,21:10:52.499958
Institute of Archaeology Library,-1,-1.0,2024-10-20,21:10:52.499966
Cruciform Hub,-1,-1.0,2024-10-20,21:10:52.499941
Graduate Hub (Postgraduate use only),-1,-1.0,2024-10-20,21:10:52.499950
The Joint Library of Ophthalmology,-1,-1.0,2024-10-20,21:10:52.499981
IOE Library,-1,-1.0,2024-10-20,21:10:52.499974
Language & Speech Science Library,-1,-1.0,2024-10-20,21:10:52.499989
Main Library,-1,-1.0,2024-10-20,21:10:52.499997
School of Pharmacy Library,-1,-1.0,2024-10-20,21:10:52.500013
"Queen Square Institute of Neurology, Queen Square Library",-1,-1.0,2024-10-20,21:10:52.500005
Science Library,-1,-1.0,2024-10-20,21:10:52.500028
